CUST_ID	BALANCE	BALANCE_FREQUENCY	PURCHASES	ONEOFF_PURCHASES	INSTALLMENTS_PURCHASES	CASH_ADVANCE	PURCHASES_FREQUENCY	ONEOFF_PURCHASES_FREQUENCY	PURCHASES_INSTALLMENTS_FREQUENCY	CASH_ADVANCE_FREQUENCY	CASH_ADVANCE_TRX	PURCHASES_TRX	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS	PRC_FULL_PAYMENT	TENURE
C10696	10359.45471	1	12650	12650	0	2781.682203	0.25	0.25	0	0.166667	2	10	10500	7566.470234	9170.428051	0	12
C10697	2144.477682	1	228.35	228.35	0	1908.662268	0.333333	0.333333	0	0.083333	1	7	4000	2520.722012	507.937007	0	12
C10698	2927.082849	0.9	0	0	0	3987.822594	0	0	0	0.3	5	0	4000	862.790575	1178.426048	0	10
C10699	654.747715	1	1969.24	567.47	1401.77	0	0.916667	0.25	0.916667	0	0	30	12000	2011.781378	219.067764	0	12
C10700	1162.770552	1	533.36	0	533.36	19.292323	0.666667	0	0.583333	0.083333	1	8	1200	632.227172	1395.576542	0	12
C10701	4094.433899	1	0	0	0	1618.325972	0	0	0	0.5	8	0	7500	1070.599052	1441.148962	0	12
C10702	278.142977	1	1901.94	367	1534.94	0	1	0.166667	1	0	0	34	4500	1624.241905	168.938924	0	12
C10703	5941.847384	1	0	0	0	744.138154	0	0	0	0.166667	2	0	7000	1756.829998	2166.204489	0	12
C10704	983.339069	1	5601.54	3073.82	2527.72	36.336457	1	0.75	1	0.083333	1	182	7500	4807.552996	207.134142	0.166667	12
C10705	820.05973	1	162.56	0	162.56	0	0.5	0	0.5	0	0	6	1000	215.685296	7281.645049	0	12
C10706	7025.757291	1	66.32	66.32	0	8733.135566	0.083333	0.083333	0	0.583333	16	1	9000	9547.622542	2385.432813	0	12
C10707	1.411754	0.2	19.9	0	19.9	0	0.2	0	0.1	0	0	2	6500	49.622958	48.782575	0.5	10
C10708	5656.069801	1	362.36	362.36	0	7240.433194	0.25	0.25	0	1.25	12	2	8000	683.421497	2036.877611	0	8
C10709	2705.591995	1	818.02	326.02	492	2758.007287	1	0.083333	1	0.083333	3	14	3000	4055.34116	1002.627519	0.083333	12
C10710	235.294264	1	1286.2	1286.2	0	0	1	1	0	0	0	24	4000	1272.434565	218.00803	0	12
C10711	3472.806962	1	1800	0	1800	2642.846513	1	0	1	0.083333	7	12	6000	2214.368263	4093.868044	0	12
C10712	2892.138807	1	0	0	0	129.381701	0	0	0	0.333333	5	0	3000	666.956678	1066.060177	0	12
C10713	145.973232	0.818182	1131.08	0	1131.08	0	0.583333	0	0.5	0	0	25	18000	1317.549381	481.452747	0.25	12
C10714	1943.792266	1	83.35	0	83.35	0	0.142857	0	0.142857	0	0	1	4000	290.353132	276.463002	0	7
C10715	2119.537904	1	342.07	270.07	72	0	0.583333	0.5	0.166667	0	0	11	3000	3505.371815	894.910352	0	12
C10716	233.395491	0.818182	2025	2025	0	385.62779	0.75	0.75	0	0.083333	1	21	6000	2420.445403	118.312302	0.5	12
C10717	318.186198	1	3548.64	2949.37	599.27	0	1	0.916667	1	0	0	51	20000	3908.960912	199.621137	1	12
C10718	448.190189	1	1687.29	1687.29	0	0	0.5	0.5	0	0	0	8	11500	1464.000198	261.032083	0.166667	12
C10719	908.354652	1	231.35	0	231.35	944.183414	1	0	0.857143	0.142857	3	7	1000	161.97536	930.115009	0	7
C10720	546.844163	1	2427.26	1587.34	839.92	0	1	1	1	0	0	30	5000	1747.703784	176.211823	0.333333	12
C10721	763.327047	1	579.28	300	279.28	727.52546	0.5	0.166667	0.416667	0.083333	1	13	1200	635.871404	220.685812	0	12
C10722	1495.801569	1	420.03	320.03	100	0	1	0.25	1	0	0	16	6600	1283.885302	389.191998	0	12
C10723	7006.751866	1	328.92	328.92	0	9497.696525	0.166667	0.166667	0	0.666667	12	2	10000	659.559695	1400.681628	0	6
C10724	4414.952906	1	419.64	0	419.64	0	1	0	1	0	0	12	4200	467.204852	24302.09819	0	12
C10725	255.052529	1	3267.03	1439.07	1827.96	0	1	1	1	0	0	101	6000	2841.850383	173.710118	1	12
C10726	1167.045536	1	294.13	65	229.13	0	0.916667	0.083333	0.833333	0	0	12	1500	686.376349	266.50397	0	12
C10727	3063.017462	1	0	0	0	3550.209696	0	0	0	0.166667	3	0	5500	757.537513	891.059927	0	12
C10728	1546.216153	0.833333	0	0	0	2196.107878	0	0	0	0.166667	5	0	3000	247.706733	310.58347	0	6
C10729	999.392635	1	0	0	0	2368.248319	0	0	0	0.333333	10	0	1500	1724.178215	301.346806	0.1	12
C10730	3386.99251	1	171.92	171.92	0	0	0.416667	0.416667	0	0	0	5	4500	907.867126	912.269822	0	12
C10731	963.572006	1	2210.97	1741.3	469.67	0	1	1	0.416667	0	0	50	9500	2946.752322	345.15359	0	12
C10732	454.580913	1	1229.57	1229.57	0	0	0.416667	0.416667	0	0	0	16	2700	1125.497981	192.979922	0	12
C10733	2572.508325	1	64	64	0	248.690762	0.083333	0.083333	0	0.083333	2	1	2800	373.433094	3945.38539	0	12
C10734	2596.59993	1	0	0	0	1700.074178	0	0	0	0.5	9	0	3000	1794.421173	936.618592	0	12
C10735	13763.47358	1	9670.84	6701.08	2969.76	1896.204934	1	0.75	1	0.166667	2	88	17500	24199.11108	3039.137305	0.083333	12
C10736	1861.026633	1	7446.18	6376.98	1069.2	2817.03397	1	1	1	0.25	5	82	10000	10274.93122	528.241518	0.333333	12
C10737	5422.456378	1	0	0	0	9972.234861	0	0	0	0.166667	2	0	14000	1661.693077	1949.814235	0	12
C10738	838.616485	1	375.57	375.57	0	99.587515	0.25	0.25	0	0.083333	1	3	6000	779.057364	179.42685	0	12
C10739	446.735142	1	5228.36	2337.44	2890.92	0	1	1	1	0	0	71	3000	4843.737867	177.051156	0.454545	12
C10740	88.823762	1	291.65	0	291.65	0	0.75	0	0.666667	0	0	10	8000	341.378477	209.317582	0.083333	12
C10741	821.916526	0.857143	1386.4	1386.4	0	0	0.285714	0.285714	0	0	0	3	1500	238.348011	154.555561	0	7
C10742	3714.539663	1	1307.16	1307.16	0	4245.840374	1	1	0	0.333333	4	24	5000	1529.771263	1212.951385	0	12
C10743	7811.234174	1	0	0	0	6372.109273	0	0	0	0.333333	8	0	16000	2322.058763	1831.024986	0	12
C10744	1024.761905	1	77.99	77.99	0	0	0.166667	0.166667	0	0	0	2	1200	555.23373	303.743033	0	12
C10745	2386.932058	1	861.79	181.81	679.98	457.699229	0.333333	0.166667	0.166667	0.083333	1	7	6000	6532.686986	634.388953	0.083333	12
C10746	15.492415	1	65	65	0	0	0.083333	0.083333	0	0	0	1	3000	19.221233	67.643963	0	12
C10747	2643.876192	0.818182	798.34	277	521.34	3206.809796	0.5	0.25	0.416667	0.166667	2	19	4500	728.056878	769.627647	0	12
C10748	4881.822347	1	0	0	0	223.953042	0	0	0	0.25	3	0	8500	1227.062915	1208.463027	0	12
C10749	1855.212121	1	32.22	32.22	0	37.743145	0.083333	0.083333	0	0.083333	1	1	2000	349.584645	695.503633	0	12
C10750	13774.74154	1	404.24	0	404.24	3369.474535	0.25	0	0.25	0.5	7	3	14500	3167.870886	3533.4648	0	12
C10751	251.151609	0.363636	0	0	0	1084.813197	0	0	0	0.166667	4	0	1200	3597.140559	308.399887	0.333333	12
C10752	1355.180523	0.909091	8820.67	2549.65	6271.02	0	0.75	0.583333	0.583333	0	0	37	6500	3609.323897	416.412205	0	12
C10753	6713.551391	1	7590.08	7403.57	186.51	1596.569821	0.666667	0.666667	0.166667	0.166667	4	81	10000	2344.430467	4676.633767	0	12
C10754	2398.26262	1	0	0	0	722.361498	0	0	0	0.416667	8	0	6000	738.312743	879.041116	0	12
C10755	1433.857464	1	1613.74	800.87	812.87	0	1	0.416667	0.833333	0	0	37	1500	1361.684623	1854.077627	0	12
C10756	142.406825	1	1214.74	574.33	640.41	0	1	0.333333	1	0	0	48	11000	941.91753	180.400442	0.75	12
C10757	660.397749	1	776.89	698.99	77.9	0	0.166667	0.083333	0.083333	0	0	2	1500	487.294072	215.007957	0	12
C10758	4834.586867	1	0	0	0	56.747353	0	0	0	0.1	1	0	5500	874.365824	1582.515056	0	10
C10759	2571.284657	1	0	0	0	259.611243	0	0	0	0.416667	7	0	2750	750.534962	883.249328	0	12
C10760	492.916599	1	4371.82	2765.16	1606.66	0	1	0.916667	1	0	0	97	20000	3603.230966	207.887409	0.583333	12
C10761	2752.146656	1	1648.53	618.55	1029.98	2146.51325	1	0.333333	1	0.25	4	46	6500	1427.725762	1342.185961	0	12
C10762	7715.659048	1	0	0	0	6182.982033	0	0	0	1	62	0	11500	1777.003806	2412.544026	0	12
C10763	0.25571	0.090909	24	0	24	0	0.166667	0	0.166667	0	0	2	1500	9.533313	8.8426	0	12
C10764	95.865855	0.363636	1123.58	1123.58	0	0	0.083333	0.083333	0	0	0	9	1500	3245.496885	142.868781	0	12
C10765	1439.343061	0.909091	571.91	571.91	0	0	0.25	0.25	0	0	0	5	2100	2573.55754	756.220978	0	12
C10766	5603.045332	1	0	0	0	2909.490912	0	0	0	0.416667	6	0	7500	6135.140807	2279.351491	0	12
C10767	1.691842	1	0	0	0	1148.820355	0	0	0	0.166667	3	0	1500	3.500505	8.56154	0	6
C10768	83.279345	1	1080.11	0	1080.11	0	1	0	1	0	0	23	9000	1065.332527	178.115434	1	12
C10769	1157.168369	1	0	0	0	1249.682243	0	0	0	0.583333	10	0	3000	264.548484	326.316359	0	12
C10770	1560.533094	0.777778	749.57	209.77	539.8	4096.907903	0.666667	0.222222	0.444444	0.666667	19	7	6000	617.46628	414.824247	0	9
C10771	1575.508838	0.875	0	0	0	1977.834772	0	0	0	0.125	1	0	2500	260.843536	325.312921	0	8
C10772	1544.979869	1	880.19	0	927.45	0	1	0	1	0	0	46	1500	1189.503063	1104.152962	0	12
C10773	1350.286625	1	642.33	642.33	0	0	0.5	0.5	0	0	0	12	9000	323.683167	344.973051	0	12
C10774	1261.488342	1	890.2	890.2	0	0	0.5	0.5	0	0	0	9	3000	302.073647	330.87851	0	12
C10775	1274.851959	1	1798.24	144.86	1653.38	756.233501	1	0.166667	0.916667	0.166667	3	17	1500	1340.224464	1732.955307	0	12
C10776	1646.715644	1	2720.68	2580.19	140.49	0	1	0.833333	0.666667	0	0	49	5000	2800.406648	357.591488	0	12
C10777	3121.267822	0.888889	4139.56	4139.56	0	3607.406242	0.333333	0.333333	0	0.222222	3	8	9000	1600.272221	597.159149	0	9
C10779	3406.473855	1	1140	0	1140	0	0.5	0	0.5	0	0	6	3650	2541.196672	2559.345	0	12
C10780	4006.206157	1	169.28	0	169.28	2868.734582	0.583333	0	0.583333	0.25	7	7	6000	1553.157125	988.712621	0	12
C10781	915.424422	0.857143	0	0	0	2454.439476	0	0	0	0.428571	6	0	1200	1665.025645	247.205901	0	7
C10782	4193.283047	1	183.7	183.7	0	1585.714709	0.25	0.25	0	0.166667	4	4	10500	1030.093462	1116.001393	0	12
C10783	10397.09989	1	0	0	0	4045.620171	0	0	0	0.25	6	0	13000	3222.169406	2818.707479	0	12
C10784	2830.364475	1	1412.76	0	1412.76	2045.094842	1	0	1	0.416667	6	25	5000	6940.278105	759.346966	0	12
C10785	5499.895765	1	0	0	0	485.269985	0	0	0	0.333333	6	0	6000	1445.294493	2703.217084	0	12
C10786	815.427615	1	1936.01	1471.04	464.97	232.292989	0.916667	0.5	1	0.083333	1	27	2000	1759.115089	232.076866	0	12
C10787	756.041971	0.875	2486.1	2052.75	433.35	0	0.875	0.875	0.5	0	0	33	4000	948.092359	1356.087629	0	8
C10788	5271.415483	1	0	0	0	2193.804998	0	0	0	0.25	7	0	6500	1479.003541	1321.46938	0	12
C10789	23.276656	0.636364	796.56	0	796.56	0	1	0	1	0	0	13	4000	912.478311	102.895907	0.636364	12
C10790	5639.464394	1	717.18	399.15	318.03	3856.971744	0.416667	0.166667	0.25	0.75	16	7	7000	1460.652254	1540.175186	0	12
C10791	5308.90635	1	0	0	0	4954.608429	0	0	0	0.5	21	0	9500	1334.749456	1272.080547	0	12
C10792	62.209376	0.090909	782.88	782.88	0	0	0.083333	0.083333	0	0	0	2	3000	2941.300379	280.618072	0	12
C10793	2052.32561	1	0	0	0	200.266788	0	0	0	0.333333	5	0	2000	529.203224	1501.874974	0	12
C10794	56.720267	0.818182	260	260	0	0	0.083333	0.083333	0	0	0	1	5500	278.975102	92.072121	0	12
C10795	1121.068043	1	0	0	0	56.461201	0	0	0	0.166667	3	0	1200	236.09244	351.184105	0	12
C10796	9470.18498	1	49.19	0	49.19	4078.303778	0.416667	0	0.416667	0.25	6	5	12000	2230.957196	2672.605531	0	12
C10797	2388.503738	1	4021.29	2303.6	1717.69	2075.781347	1	1	0.5	0.333333	4	44	5000	2851.045852	794.323892	0	12
C10798	1955.179305	1	503.45	503.45	0	0	0.083333	0.083333	0	0	0	1	10500	685.660178	495.65428	0	12
C10799	432.915949	1	4430.17	3628.67	801.5	0	1	1	1	0	0	78	8500	4301.600928	186.739077	1	12
C10800	2027.896903	1	933.5	933.5	0	1160.28334	0.083333	0.083333	0	0.083333	2	1	3000	393.417404	462.153221	0	12
C10801	1252.58309	1	1163.93	950.03	213.9	0	0.833333	0.75	0.416667	0	0	22	5000	0		0	12
C10803	1822.43199	1	177.23	70.26	106.97	0	0.083333	0.083333	0.083333	0	0	3	2500	1136.340121	428.353499	0	12
C10804	1557.750089	1	283.6	204.27	79.33	0	0.25	0.125	0.125	0	0	2	5000	424.829757	282.152847	0	8
C10805	3879.064446	1	9796.28	9536.28	260	1959.013493	1	0.833333	0.583333	0.166667	2	45	19000	12667.90527	968.363741	0.333333	12
C10806	708.509086	1	2109.61	1734.61	375	366.008558	1	0.583333	1	0.166667	3	19	6500	4591.162882	296.681069	0.181818	12
C10807	2748.60877	1	0	0	0	434.319424	0	0	0	0.166667	4	0	3000	808.881566	1663.969183	0	12
C10808	4343.537475	1	1326.3	1326.3	0	1123.247578	1	1	0	0.166667	2	23	4500	1373.689245	3414.220124	0	12
C10809	8646.143734	1	0	0	0	10204.12284	0	0	0	0.416667	9	0	10000	11192.8048	3427.635445	0	12
C10810	90.445498	0.454545	0	0	0	729.325692	0	0	0	0.166667	2	0	3500	79.242572	81.716644	0	12
C10811	9164.724752	1	3407.69	2074.16	1333.53	2063.860557	1	0.833333	1	0.166667	5	77	9500	0		0	12
C10812	298.592251	1	1804.09	620.16	1183.93	327.479813	0.916667	0.916667	0.666667	0.25	3	27	7500	1672.051219	190.893951	0.181818	12
C10813	88.242406	0.636364	758.31	0	758.31	0	0.583333	0	0.5	0	0	7	6000	501.41401	83.041019	0.416667	12
C10814	14.731998	0.818182	121.5	0	121.5	0	0.818182	0	0.818182	0	0	9	4000	137.148597	125.135021	0	11
C10815	5211.229218	1	0	0	0	2316.206642	0	0	0	0.416667	10	0	5500	1009.545319	2092.29409	0	12
C10816	835.007085	0.75	90.39	90.39	0	1160.459619	0.125	0.125	0	0.125	1	1	1500	254.561828	152.221816	0	8
C10817	2302.479845	1	0	0	0	861.574218	0	0	0	0.75	9	0	2600	0		0	12
C10818	1782.997768	0.909091	0	0	0	16037.32794	0	0	0	0.416667	11	0	10000	15923.28722	517.595201	0	12
C10819	2435.823938	1	749.3	393.5	355.8	0	0.583333	0.083333	0.5	0	0	8	8500	2501.125038	541.51241	0	12
C10820	10.096031	1	184.92	0	184.92	0	1	0	1	0	0	12	4000	185.189285	129.992635	0.545455	12
C10821	1524.409377	1	70	0	70	640.711949	0.166667	0	0.166667	0.5	9	2	1500	973.097522	1263.139657	0	12
C10822	1819.529197	1	219.26	219.26	0	977.92638	0.25	0.25	0	0.333333	7	5	2500	518.949471	1223.335721	0	12
C10823	4.607593	0.181818	44.55	44.55	0	0	0.083333	0.083333	0	0	0	1	6000	267.147917	88.028446	0	12
C10824	644.530629	1	268.68	0	268.68	0	1	0	1	0	0	12	1200	1557.68946	438.318992	0.166667	12
C10825	147.180819	0.636364	0	0	0	1843.426883	0	0	0	0.166667	6	0	2600	0		0	12
C10826	197.555397	1	1876.8	0	1876.8	0	1	0	1	0	0	12	5000	1715.207478	163.663033	1	12
C10827	1716.622291	1	455.76	36	419.76	0	1	0.083333	1	0	0	13	1700	881.425823	1066.801936	0	12
C10828	26.680023	0.545455	520.5	0	520.5	0	0.5	0	0.5	0	0	15	4000	551.370293	88.814191	0.454545	12
C10829	5359.980872	1	0	0	0	1113.868654	0	0	0	0.25	3	0	6000	638.144031	12866.94167	0	12
C10830	772.54691	1	8519.02	8003.21	515.81	237.066662	1	1	1	0.083333	1	117	17500	5828.994002	270.774147	0.833333	12
C10831	83.477053	0.181818	0	0	0	2654.856157	0	0	0	0.083333	2	0	3000	12902.18813	1791.729021	0.5	12
C10832	2654.816967	1	0	0	0	3469.664606	0	0	0	0.25	27	0	4000	3225.132002	1689.935969	0	12
C10833	81.762162	0.909091	777.04	521.46	255.58	0	0.833333	0.5	0.75	0	0	20	7500	753.811533	162.763716	0	12
C10834	1373.277423	0.818182	0	0	0	2739.66574	0	0	0	0.166667	2	0	3300	0		0	12
C10835	1773.445786	1	4504.25	2986.66	1517.59	0	0.5	0.5	0.416667	0	0	37	8500	278.70437	561.333282	0	12
C10836	227.07351	1	2370.01	1682.03	687.98	0	1	0.333333	1	0	0	35	4200	1948.361057	162.995748	0.833333	12
C10837	155.924331	0.818182	517.14	460.57	56.57	0	0.416667	0.25	0.166667	0	0	7	3000	369.733274	131.403254	0	12
C10838	4767.644535	1	806	481	325	1705.723287	1	0.083333	1	0.166667	3	25	8000	880.198403	2203.284474	0	12
C10839	2574.852985	1	578.66	578.66	0	6390.668135	1	1	0	0.272727	4	12	9500	3219.440365	728.739114	0	11
C10840	3405.005439	1	8.4	8.4	0	0	1	1	0	0	0	12	10500	1015.698271	795.091125	0	12
C10841	3517.561446	1	173.69	173.69	0	3122.99024	0.166667	0.166667	0	0.416667	6	2	5000	5091.300312	796.031998	0	12
C10843	1748.546186	1	74.98	74.98	0	216.032736	0.166667	0.166667	0	0.25	5	2	1800	650.440749	572.683934	0	12
C10844	4.503251	0.181818	60.24	0	60.24	0	0.166667	0	0.166667	0	0	2	4000	471.23242	110.528523	0.5	12
C10845	2717.915641	1	1500	1500	0	475.122697	0.083333	0.083333	0	0.083333	1	2	4600	949.592719	885.376298	0	12
C10846	1841.359829	1	2280.58	0	2280.58	0	1	0	0.916667	0	0	20	1800	2463.113969	1947.918485	0	12
C10847	1399.729932	1	0	0	0	1967.782148	0	0	0	0.333333	5	0	3000	712.803089	316.461916	0	12
C10848	674.817091	1	1152.83	0	1152.83	0	1	0	1	0	0	21	7000	0		0	12
C10849	2406.569238	1	0	0	0	94.706407	0	0	0	0.25	4	0	2400	314.272712	10774.73572	0	12
C10850	285.308422	0.181818	0	0	0	2644.698717	0	0	0	0.166667	7	0	3000	248.742811	572.390099	0	12
C10852	1011.110679	1	186.11	61.11	125	0	0.333333	0.083333	0.25	0	0	5	3000	634.853367	227.160721	0	12
C10853	1358.890643	1	89.9	28	61.9	0	0.333333	0.083333	0.166667	0	0	4	7000	323.344372	409.65366	0	12
C10854	1392.773202	1	221.61	221.61	0	0	0.666667	0.666667	0	0	0	8	1700	369.345758	294.377252	0	12
C10855	487.584965	0.727273	4768.27	4768.27	0	0	0.727273	0.727273	0	0	0	27	2500	1980.213325	149.493574	0.454545	11
C10856	1892.439622	1	86.7	86.7	0	92.435934	0.166667	0.166667	0	0.083333	2	2	2000	534.092827	1069.925154	0	12
C10857	3957.419199	1	1162.63	1021.67	140.96	3808.247988	0.5	0.416667	0.166667	0.666667	21	14	7500	1476.991573	1451.018556	0	12
C10858	920.968431	1	977.38	615.99	361.39	0	0.833333	0.25	0.833333	0	0	18	3350	549.396517	266.850585	0	12
C10859	227.781773	1	1497.82	690.57	807.25	0	1	0.333333	0.833333	0	0	31	3500	342.79543	183.964777	0.090909	12
C10860	4270.148411	0.888889	363	363	0	5307.322893	0.111111	0.111111	0	0.555556	11	2	5500	1250.695005	2070.907379	0	9
C10861	4115.739163	1	0	0	0	540.251858	0	0	0	0.25	3	0	8500	1006.261579	1313.531481	0	12
C10862	1375.845223	1	0	0	0	112.680045	0	0	0	0.25	3	0	1500	306.606914	736.789619	0	12
C10863	1300.593766	1	0	0	0	513.664928	0	0	0	0.166667	3	0	3000	386.660071	396.635432	0	12
C10864	1437.895562	1	350	0	350	0	0.166667	0	0.166667	0	0	2	4000	0		0	12
C10865	1304.357015	1	1488.8	987.68	501.12	858.516418	0.833333	0.25	0.583333	0.166667	2	21	2000	612.674919	341.524735	0	12
C10866	1372.725482	1	992.25	651.4	340.85	667.818882	0.833333	0.25	0.75	0.25	3	18	4500	2899.141015	464.139521	0	12
C10867	938.177781	1	1288.42	0	1288.42	0	0.916667	0	0.916667	0	0	23	1500	1018.536172	196.720403	0	12
C10868	129.3741	1	1102.72	0	1102.72	0	1	0	1	0	0	15	4000	1123.51632	178.44023	0.833333	12
C10869	161.198861	1	536.68	103	433.68	0	1	0.083333	1	0	0	13	1000	280.826685	165.304588	0.090909	12
C10870	825.977042	1	0	0	0	904.460261	0	0	0	0.166667	4	0	2500	522.917982	170.397605	0	12
C10871	230.359954	1	2163.12	1383.12	780	0	1	1	0.333333	0	0	23	4000	0		0	12
C10872	3616.993845	0.888889	0	0	0	4947.781762	0	0	0	0.555556	7	0	5500	529.726072	1294.501736	0	9
C10873	8220.740014	1	5197.22	4001.41	1195.81	18857.05847	1	0.571429	0.857143	1	25	15	13000	12886.44123	1287.324868	0.2	7
C10874	4438.521324	1	591.84	109.16	482.68	564.365429	0.636364	0.181818	0.454545	0.272727	3	11	17000	5552.601399	1094.486286	0	11
C10875	2210.404961	1	1790.64	1358.4	432.24	1660.66756	1	0.833333	1	0.75	18	52	10500	8862.839094	478.820544	0	12
C10876	2315.003636	1	0	0	0	3253.033658	0	0	0	0.666667	27	0	3000	2467.952091	986.843214	0	12
C10877	1255.779743	1	385	385	0	0	0.166667	0.166667	0	0	0	2	5000	0		0	12
C10878	62.596086	1	475	0	475	0	1	0	0.916667	0	0	12	1500	408.132037	170.451899	0.9	12
C10879	5280.649637	1	0	0	0	1786.833644	0	0	0	0.333333	4	0	6000	1648.300986	1264.637138	0	12
C10880	170.907823	0.909091	1366.3	1366.3	0	0	0.5	0.5	0	0	0	11	2000	3453.112338	139.388035	0.4	12
C10881	1271.212003	0.909091	76.94	76.94	0	0	0.181818	0.181818	0	0	0	2	1500	257.110005	277.714185	0	11
C10882	11083.32542	1	2126.7	2026.7	100	1622.219455	0.5	0.25	0.416667	0.5	7	10	15000	2494.033369	2642.937347	0	12
C10883	992.599867	1	100	100	0	593.181763	0.083333	0.083333	0	0.166667	3	1	1200	0		0	12
C10884	10131.00055	1	0	0	0	3330.326162	0	0	0	0.166667	5	0	14500	4056.944212	2592.311811	0	12
C10885	4419.30294	1	12551.95	10901.24	1650.71	14896.54051	1	0.666667	1	0.5	19	122	17000	31698.41902	1448.585054	0.416667	12
C10886	2173.621597	1	200	200	0	201.404735	0.083333	0.083333	0	0.25	4	1	8000	495.968187	502.765453	0	12
C10887	9901.685569	1	2190.95	832.49	1358.46	1913.350112	1	0.416667	0.916667	0.25	4	43	11500	2972.248185	2849.235124	0	12
C10888	2320.309453	1	2896.05	2209.21	686.84	187.030671	1	0.916667	0.916667	0.083333	1	90	13500	1341.195566	559.284909	0	12
C10889	910.072514	1	18.05	0	18.05	19.118837	0.083333	0	0.083333	0.083333	1	1	1000	233.886707	230.806229	0	12
C10890	1374.460976	1	1990.81	0	1990.81	0	1	0	0.916667	0	0	31	5000	0		0	12
C10891	0	0	199.88	0	199.88	0	0.75	0	0.75	0	0	14	4000	0		0	12
C10892	268.493643	1	4917.48	3300.1	1617.38	0	1	0.25	1	0	0	31	13500	3552.167671	78.898037	0.375	12
C10893	1827.200326	1	1325.27	1161.66	163.61	0	0.75	0.5	0.416667	0	0	21	4000	666.371943	531.303374	0	12
C10894	1029.66874	1	1448.59	1229	219.59	1070.165399	0.666667	0.25	0.5	0.166667	2	18	1200	3008.279166	1054.339431	0.083333	12
C10895	993.533549	1	851.68	0	851.68	1515.648089	0.833333	0	0.75	0.083333	4	12	1500	1660.242557	512.342306	0	12
C10896	3150.679884	1	0	0	0	365.816939	0	0	0	0.416667	5	0	3500	819.246481	805.478131	0	12
C10897	11654.55492	1	463	74	389	3096.807933	0.583333	0.083333	0.416667	0.416667	17	7	12500	3024.60947	5148.045052	0	12
C10898	1254.970145	1	769.34	769.34	0	2234.780695	0.166667	0.166667	0	0.333333	7	3	7000	0		0	12
C10899	2174.018945	1	377.1	177.62	199.48	388.849566	0.333333	0.083333	0.25	0.166667	2	5	2600	0		0	12
C10900	1076.029456	1	0	0	0	59.57182	0	0	0	0.083333	2	0	1200	239.407898	363.517186	0	12
C10901	1444.365154	0.727273	780.14	69.9	710.24	3573.493609	0.416667	0.083333	0.25	0.25	6	5	9000	6123.111421	430.209133	0.285714	12
C10902	2767.545277	1	3480.24	2767.28	712.96	0	1	1	0.666667	0	0	60	12500	4062.447703	1082.201074	0	12
C10903	1382.310939	1	0	0	0	189.624301	0	0	0	0.5	6	0	1500	381.094555	462.715637	0	12
C10904	716.017731	1	0	0	0	3943.873219	0	0	0	0.166667	4	0	12000	232.136896	267.035943	0	12
C10905	1890.397414	1	2493.67	358	2135.67	0	1	0.083333	1	0	0	26	3000	916.285608	494.455132	0	12
C10906	1948.434315	1	324.3	324.3	0	1468.08356	0.166667	0.166667	0	0.166667	4	4	5000	0		0	12
C10907	44.910575	1	444.96	0	444.96	0	1	0	1	0	0	12	3000	426.881014	170.607827	1	12
C10908	802.274379	0.636364	150	0	150	3714.01114	0.25	0	0.25	0.166667	2	3	6000	0		0	12
C10909	6059.861762	1	250.32	250.32	0	4447.636548	0.083333	0.083333	0	0.666667	10	1	7000	0		0	12
C10910	847.013195	0.833333	0	0	0	1159.447747	0	0	0	0.333333	5	0	1200	101.664939	196.261567	0	6
C10911	1843.308668	1	89.66	89.66	0	126.156551	0.2	0.2	0	0.6	6	5	2000	375.878055	397.759846	0	10
C10912	21.681508	1	299.04	0	299.04	0	1	0	1	0	0	12	7500	320.616627	188.367946	0.916667	12
C10913	3558.685862	1	1036.19	1036.19	0	3270.549354	0.25	0.25	0	0.5	11	6	7300	1616.614478	1100.977131	0	12
C10914	14581.45914	1	0	0	0	22665.7785	0	0	0	0.833333	30	0	18500	20941.32551	5433.759888	0	12
C10915	902.099225	0.818182	5080.85	4674.21	406.64	0	0.416667	0.333333	0.25	0	0	12	8000	177.879919	258.715978	0	12
C10916	1081.065726	1	554.85	262.4	292.45	952.424906	0.5	0.25	0.333333	0.166667	8	20	2100	1898.82812	382.716751	0	12
C10917	9255.143419	1	5153.28	3352.28	1801	0	1	0.583333	1	0	0	105	11500	4872.818088	9642.502512	0	12
C10918	228.909884	1	2617.85	2426.43	191.42	0	1	0.916667	0.416667	0	0	35	1800	1774.318305	143.208454	0.7	12
C10919	1486.051056	1	716.98	217.06	499.92	273.531783	1	0.25	1	0.083333	1	17	1600	1477.151065	1306.468855	0	12
C10920	337.317432	1	4193.91	3076.01	1117.9	0	1	1	0.583333	0	0	27	3000	3690.904874	210.035264	1	12
C10921	2643.39225	1	965.84	737.79	228.05	0	1	0.75	0.666667	0	0	33	4300	771.299727	627.391113	0	12
C10922	4007.029155	1	7597.09	6761.29	835.8	0	1	1	0.333333	0	0	22	6500	0		0	12
C10923	128.375213	0.727273	0	0	0	1897.551775	0	0	0	0.083333	2	0	9500	0		0	12
C10924	2903.779416	1	360.3	112.61	247.69	3501.657389	0.416667	0.083333	0.333333	0.5	10	7	11500	3014.036186	662.40729	0	12
